"candidate_id","station","question_id","score","max_score","examiner_id"
"C0060","01 History Taking","S01-Q5",2,4,"E03"
"C0060","02 Cardio Exam","S02-Q1",3,4,"E08"
"C0060","02 Cardio Exam","S02-Q2",1,4,"E05"
"C0060","02 Cardio Exam","S02-Q3",3,4,"E11"
"C0060","02 Cardio Exam","S02-Q4",3,4,"E01"
"C0060","02 Cardio Exam","S02-Q5",1,4,"E01"
"C0060","03 Resp Exam","S03-Q1",2,4,"E05"
"C0060","03 Resp Exam","S03-Q2",2,4,"E09"
"C0060","03 Resp Exam","S03-Q3",0,4,"E07"
"C0060","03 Resp Exam","S03-Q4",1,4,"E03"
"C0060","03 Resp Exam","S03-Q5",0,4,"E08"
"C0060","04 Abdo Exam","S04-Q1",3,4,"E01"
"C0060","04 Abdo Exam","S04-Q2",3,4,"E02"
"C0060","04 Abdo Exam","S04-Q3",2,4,"E06"
"C0060","04 Abdo Exam","S04-Q4",1,4,"E10"
"C0060","04 Abdo Exam","S04-Q5",1,4,"E12"
"C0060","05 Neuro Exam","S05-Q1",3,4,"E10"
"C0060","05 Neuro Exam","S05-Q2",4,4,"E12"
"C0060","05 Neuro Exam","S05-Q3",4,4,"E01"
"C0060","05 Neuro Exam","S05-Q4",2,4,"E03"
"C0060","05 Neuro Exam","S05-Q5",3,4,"E07"
"C0060","06 Communication","S06-Q1",2,4,"E12"
"C0060","06 Communication","S06-Q2",3,4,"E01"
"C0060","06 Communication","S06-Q3",3,4,"E01"
"C0060","06 Communication","S06-Q4",1,4,"E05"
"C0060","06 Communication","S06-Q5",2,4,"E05"
"C0060","07 Prescribing","S07-Q1",3,4,"E05"
"C0060","07 Prescribing","S07-Q2",4,4,"E01"
"C0060","07 Prescribing","S07-Q3",0,4,"E03"
"C0060","07 Prescribing","S07-Q4",2,4,"E11"
"C0060","07 Prescribing","S07-Q5",2,4,"E04"
"C0060","08 Data Interp","S08-Q1",3,4,"E09"
"C0060","08 Data Interp","S08-Q2",1,4,"E09"
"C0060","08 Data Interp","S08-Q3",0,4,"E04"
"C0060","08 Data Interp","S08-Q4",3,4,"E10"
"C0060","08 Data Interp","S08-Q5",4,4,"E03"
"C0060","09 Practical Skills","S09-Q1",0,4,"E09"
"C0060","09 Practical Skills","S09-Q2",2,4,"E03"
"C0060","09 Practical Skills","S09-Q3",4,4,"E07"
"C0060","09 Practical Skills","S09-Q4",3,4,"E02"
"C0060","09 Practical Skills","S09-Q5",3,4,"E06"
"C0060","10 Ethics","S10-Q1",0,4,"E01"
"C0060","10 Ethics","S10-Q2",3,4,"E06"
"C0060","10 Ethics","S10-Q3",3,4,"E05"
"C0060","10 Ethics","S10-Q4",3,4,"E08"
"C0060","10 Ethics","S10-Q5",1,4,"E10"
"C0061","01 History Taking","S01-Q1",3,4,"E06"
"C0061","01 History Taking","S01-Q2",2,4,"E06"
"C0061","01 History Taking","S01-Q3",1,4,"E05"
"C0061","01 History Taking","S01-Q4",2,4,"E11"
"C0061","01 History Taking","S01-Q5",1,4,"E07"
"C0061","02 Cardio Exam","S02-Q1",2,4,"E07"
"C0061","02 Cardio Exam","S02-Q2",2,4,"E05"
"C0061","02 Cardio Exam","S02-Q3",4,4,"E08"
"C0061","02 Cardio Exam","S02-Q4",1,4,"E05"
"C0061","02 Cardio Exam","S02-Q5",3,4,"E07"
"C0061","03 Resp Exam","S03-Q1",2,4,"E01"
"C0061","03 Resp Exam","S03-Q2",4,4,"E10"
"C0061","03 Resp Exam","S03-Q3",0,4,"E12"
"C0061","03 Resp Exam","S03-Q4",2,4,"E05"
"C0061","03 Resp Exam","S03-Q5",0,4,"E09"
"C0061","04 Abdo Exam","S04-Q1",2,4,"E04"
"C0061","04 Abdo Exam","S04-Q2",1,4,"E10"
"C0061","04 Abdo Exam","S04-Q3",2,4,"E02"
"C0061","04 Abdo Exam","S04-Q4",3,4,"E12"
"C0061","04 Abdo Exam","S04-Q5",1,4,"E02"
"C0061","05 Neuro Exam","S05-Q1",1,4,"E04"
"C0061","05 Neuro Exam","S05-Q2",2,4,"E03"
"C0061","05 Neuro Exam","S05-Q3",2,4,"E06"
"C0061","05 Neuro Exam","S05-Q4",1,4,"E06"
"C0061","05 Neuro Exam","S05-Q5",4,4,"E08"
"C0061","06 Communication","S06-Q1",2,4,"E08"
"C0061","06 Communication","S06-Q2",2,4,"E01"
"C0061","06 Communication","S06-Q3",2,4,"E07"
"C0061","06 Communication","S06-Q4",0,4,"E03"
"C0061","06 Communication","S06-Q5",2,4,"E04"
"C0061","07 Prescribing","S07-Q1",3,4,"E04"
"C0061","07 Prescribing","S07-Q2",3,4,"E09"
"C0061","07 Prescribing","S07-Q3",0,4,"E06"
"C0061","07 Prescribing","S07-Q4",1,4,"E04"
"C0061","07 Prescribing","S07-Q5",1,4,"E12"
"C0061","08 Data Interp","S08-Q1",2,4,"E07"
"C0061","08 Data Interp","S08-Q2",1,4,"E01"
"C0061","08 Data Interp","S08-Q3",1,4,"E10"
"C0061","08 Data Interp","S08-Q4",3,4,"E09"
"C0061","08 Data Interp","S08-Q5",0,4,"E07"
"C0061","09 Practical Skills","S09-Q1",2,4,"E07"
"C0061","09 Practical Skills","S09-Q2",1,4,"E10"
"C0061","09 Practical Skills","S09-Q3",0,4,"E07"
"C0061","09 Practical Skills","S09-Q4",1,4,"E01"
"C0061","09 Practical Skills","S09-Q5",4,4,"E02"
"C0061","10 Ethics","S10-Q1",2,4,"E07"
"C0061","10 Ethics","S10-Q2",1,4,"E09"
"C0061","10 Ethics","S10-Q3",3,4,"E12"
"C0061","10 Ethics","S10-Q4",3,4,"E03"
"C0061","10 Ethics","S10-Q5",0,4,"E08"
"C0062","01 History Taking","S01-Q1",4,4,"E12"
"C0062","01 History Taking","S01-Q2",2,4,"E01"
"C0062","01 History Taking","S01-Q3",2,4,"E11"
"C0062","01 History Taking","S01-Q4",3,4,"E05"
"C0062","01 History Taking","S01-Q5",2,4,"E05"
"C0062","02 Cardio Exam","S02-Q1",4,4,"E11"
"C0062","02 Cardio Exam","S02-Q2",4,4,"E06"
"C0062","02 Cardio Exam","S02-Q3",3,4,"E12"
"C0062","02 Cardio Exam","S02-Q4",1,4,"E03"
"C0062","02 Cardio Exam","S02-Q5",1,4,"E03"
"C0062","03 Resp Exam","S03-Q1",2,4,"E10"
"C0062","03 Resp Exam","S03-Q2",1,4,"E07"
"C0062","03 Resp Exam","S03-Q3",3,4,"E10"
"C0062","03 Resp Exam","S03-Q4",0,4,"E05"
"C0062","03 Resp Exam","S03-Q5",0,4,"E03"
"C0062","04 Abdo Exam","S04-Q1",4,4,"E09"
"C0062","04 Abdo Exam","S04-Q2",1,4,"E12"
"C0062","04 Abdo Exam","S04-Q3",3,4,"E09"
"C0062","04 Abdo Exam","S04-Q4",4,4,"E01"
"C0062","04 Abdo Exam","S04-Q5",2,4,"E10"
"C0062","05 Neuro Exam","S05-Q1",3,4,"E07"
"C0062","05 Neuro Exam","S05-Q2",2,4,"E11"
"C0062","05 Neuro Exam","S05-Q3",1,4,"E02"
"C0062","05 Neuro Exam","S05-Q4",3,4,"E07"
"C0062","05 Neuro Exam","S05-Q5",2,4,"E05"
"C0062","06 Communication","S06-Q1",2,4,"E09"
"C0062","06 Communication","S06-Q2",3,4,"E01"
"C0062","06 Communication","S06-Q3",3,4,"E09"
"C0062","06 Communication","S06-Q4",4,4,"E10"
"C0062","06 Communication","S06-Q5",3,4,"E05"
"C0062","07 Prescribing","S07-Q1",1,4,"E01"
"C0062","07 Prescribing","S07-Q2",3,4,"E06"
"C0062","07 Prescribing","S07-Q3",0,4,"E04"
"C0062","07 Prescribing","S07-Q4",1,4,"E04"
"C0062","07 Prescribing","S07-Q5",2,4,"E07"
"C0062","08 Data Interp","S08-Q1",4,4,"E02"
"C0062","08 Data Interp","S08-Q2",3,4,"E08"
"C0062","08 Data Interp","S08-Q3",3,4,"E02"
"C0062","08 Data Interp","S08-Q4",1,4,"E10"
"C0062","08 Data Interp","S08-Q5",1,4,"E01"
"C0062","09 Practical Skills","S09-Q1",3,4,"E08"
"C0062","09 Practical Skills","S09-Q2",0,4,"E11"
"C0062","09 Practical Skills","S09-Q3",0,4,"E11"
"C0062","09 Practical Skills","S09-Q4",2,4,"E08"
"C0062","09 Practical Skills","S09-Q5",2,4,"E06"
"C0062","10 Ethics","S10-Q1",2,4,"E05"
"C0062","10 Ethics","S10-Q2",2,4,"E12"
"C0062","10 Ethics","S10-Q3",2,4,"E12"
"C0062","10 Ethics","S10-Q4",2,4,"E06"
"C0062","10 Ethics","S10-Q5",4,4,"E12"
"C0063","01 History Taking","S01-Q1",2,4,"E06"
"C0063","01 History Taking","S01-Q2",4,4,"E02"
"C0063","01 History Taking","S01-Q3",3,4,"E05"
"C0063","01 History Taking","S01-Q4",3,4,"E10"
"C0063","01 History Taking","S01-Q5",2,4,"E10"
"C0063","02 Cardio Exam","S02-Q1",2,4,"E11"
"C0063","02 Cardio Exam","S02-Q2",3,4,"E11"
"C0063","02 Cardio Exam","S02-Q3",4,4,"E06"
"C0063","02 Cardio Exam","S02-Q4",4,4,"E09"
"C0063","02 Cardio Exam","S02-Q5",0,4,"E07"
"C0063","03 Resp Exam","S03-Q1",4,4,"E09"
"C0063","03 Resp Exam","S03-Q2",3,4,"E01"
"C0063","03 Resp Exam","S03-Q3",2,4,"E10"
"C0063","03 Resp Exam","S03-Q4",2,4,"E07"
"C0063","03 Resp Exam","S03-Q5",3,4,"E05"
"C0063","04 Abdo Exam","S04-Q1",4,4,"E06"
"C0063","04 Abdo Exam","S04-Q2",2,4,"E12"
"C0063","04 Abdo Exam","S04-Q3",1,4,"E08"
"C0063","04 Abdo Exam","S04-Q4",1,4,"E02"
"C0063","04 Abdo Exam","S04-Q5",4,4,"E01"
"C0063","05 Neuro Exam","S05-Q1",2,4,"E09"
"C0063","05 Neuro Exam","S05-Q2",3,4,"E06"
"C0063","05 Neuro Exam","S05-Q3",3,4,"E04"
"C0063","05 Neuro Exam","S05-Q4",1,4,"E03"
"C0063","05 Neuro Exam","S05-Q5",2,4,"E09"
"C0063","06 Communication","S06-Q1",1,4,"E10"
"C0063","06 Communication","S06-Q2",2,4,"E06"
"C0063","06 Communication","S06-Q3",1,4,"E07"
"C0063","06 Communication","S06-Q4",1,4,"E01"
"C0063","06 Communication","S06-Q5",4,4,"E10"
"C0063","07 Prescribing","S07-Q1",2,4,"E05"
"C0063","07 Prescribing","S07-Q2",2,4,"E08"
"C0063","07 Prescribing","S07-Q3",1,4,"E02"
"C0063","07 Prescribing","S07-Q4",4,4,"E04"
"C0063","07 Prescribing","S07-Q5",3,4,"E04"
"C0063","08 Data Interp","S08-Q1",3,4,"E04"
"C0063","08 Data Interp","S08-Q2",2,4,"E03"
"C0063","08 Data Interp","S08-Q3",4,4,"E09"
"C0063","08 Data Interp","S08-Q4",3,4,"E07"
"C0063","08 Data Interp","S08-Q5",4,4,"E08"
"C0063","09 Practical Skills","S09-Q1",3,4,"E07"
"C0063","09 Practical Skills","S09-Q2",2,4,"E11"
"C0063","09 Practical Skills","S09-Q3",3,4,"E05"
"C0063","09 Practical Skills","S09-Q4",4,4,"E05"
"C0063","09 Practical Skills","S09-Q5",0,4,"E02"
"C0063","10 Ethics","S10-Q1",3,4,"E08"
"C0063","10 Ethics","S10-Q2",3,4,"E05"
"C0063","10 Ethics","S10-Q3",4,4,"E03"
"C0063","10 Ethics","S10-Q4",3,4,"E10"
"C0063","10 Ethics","S10-Q5",1,4,"E02"
"C0064","01 History Taking","S01-Q1",2,4,"E11"
"C0064","01 History Taking","S01-Q2",4,4,"E03"
"C0064","01 History Taking","S01-Q3",3,4,"E02"
"C0064","01 History Taking","S01-Q4",4,4,"E02"
"C0064","01 History Taking","S01-Q5",2,4,"E11"
"C0064","02 Cardio Exam","S02-Q1",4,4,"E06"
"C0064","02 Cardio Exam","S02-Q2",2,4,"E11"
"C0064","02 Cardio Exam","S02-Q3",4,4,"E04"
"C0064","02 Cardio Exam","S02-Q4",4,4,"E10"
"C0064","02 Cardio Exam","S02-Q5",3,4,"E04"
"C0064","03 Resp Exam","S03-Q1",1,4,"E08"
"C0064","03 Resp Exam","S03-Q2",2,4,"E12"
"C0064","03 Resp Exam","S03-Q3",2,4,"E01"
"C0064","03 Resp Exam","S03-Q4",4,4,"E03"
"C0064","03 Resp Exam","S03-Q5",3,4,"E03"
"C0064","04 Abdo Exam","S04-Q1",3,4,"E06"
"C0064","04 Abdo Exam","S04-Q2",2,4,"E12"
"C0064","04 Abdo Exam","S04-Q3",3,4,"E02"
"C0064","04 Abdo Exam","S04-Q4",4,4,"E04"
"C0064","04 Abdo Exam","S04-Q5",4,4,"E03"
"C0064","05 Neuro Exam","S05-Q1",3,4,"E12"
"C0064","05 Neuro Exam","S05-Q2",4,4,"E01"
"C0064","05 Neuro Exam","S05-Q3",3,4,"E11"
"C0064","05 Neuro Exam","S05-Q4",3,4,"E08"
"C0064","05 Neuro Exam","S05-Q5",3,4,"E06"
"C0064","06 Communication","S06-Q1",2,4,"E05"
"C0064","06 Communication","S06-Q2",3,4,"E07"
"C0064","06 Communication","S06-Q3",3,4,"E06"
"C0064","06 Communication","S06-Q4",4,4,"E10"
"C0064","06 Communication","S06-Q5",3,4,"E12"
"C0064","07 Prescribing","S07-Q1",3,4,"E03"
"C0064","07 Prescribing","S07-Q2",3,4,"E04"
"C0064","07 Prescribing","S07-Q3",2,4,"E01"
"C0064","07 Prescribing","S07-Q4",2,4,"E04"
"C0064","07 Prescribing","S07-Q5",4,4,"E08"
"C0064","08 Data Interp","S08-Q1",4,4,"E07"
"C0064","08 Data Interp","S08-Q2",4,4,"E11"
"C0064","08 Data Interp","S08-Q3",3,4,"E10"
"C0064","08 Data Interp","S08-Q4",4,4,"E03"
"C0064","08 Data Interp","S08-Q5",3,4,"E11"
"C0064","09 Practical Skills","S09-Q1",4,4,"E03"
"C0064","09 Practical Skills","S09-Q2",3,4,"E03"
"C0064","09 Practical Skills","S09-Q3",2,4,"E06"
"C0064","09 Practical Skills","S09-Q4",2,4,"E07"
"C0064","09 Practical Skills","S09-Q5",4,4,"E01"
"C0064","10 Ethics","S10-Q1",1,4,"E12"
"C0064","10 Ethics","S10-Q2",2,4,"E10"
"C0064","10 Ethics","S10-Q3",1,4,"E01"
"C0064","10 Ethics","S10-Q4",3,4,"E04"
"C0064","10 Ethics","S10-Q5",4,4,"E12"
"C0065","01 History Taking","S01-Q1",1,4,"E11"
"C0065","01 History Taking","S01-Q2",2,4,"E03"
"C0065","01 History Taking","S01-Q3",1,4,"E12"
"C0065","01 History Taking","S01-Q4",4,4,"E01"
"C0065","01 History Taking","S01-Q5",1,4,"E10"
"C0065","02 Cardio Exam","S02-Q1",1,4,"E04"
"C0065","02 Cardio Exam","S02-Q2",1,4,"E02"
"C0065","02 Cardio Exam","S02-Q3",2,4,"E06"
"C0065","02 Cardio Exam","S02-Q4",4,4,"E07"
"C0065","02 Cardio Exam","S02-Q5",1,4,"E10"
"C0065","03 Resp Exam","S03-Q1",1,4,"E05"
"C0065","03 Resp Exam","S03-Q2",2,4,"E01"
"C0065","03 Resp Exam","S03-Q3",1,4,"E06"
"C0065","03 Resp Exam","S03-Q4",0,4,"E10"
"C0065","03 Resp Exam","S03-Q5",2,4,"E01"
"C0065","04 Abdo Exam","S04-Q1",2,4,"E05"
"C0065","04 Abdo Exam","S04-Q2",3,4,"E10"
"C0065","04 Abdo Exam","S04-Q3",1,4,"E07"
"C0065","04 Abdo Exam","S04-Q4",1,4,"E04"
"C0065","04 Abdo Exam","S04-Q5",1,4,"E11"
"C0065","05 Neuro Exam","S05-Q1",2,4,"E11"
"C0065","05 Neuro Exam","S05-Q2",2,4,"E02"
"C0065","05 Neuro Exam","S05-Q3",2,4,"E10"
"C0065","05 Neuro Exam","S05-Q4",0,4,"E09"
"C0065","05 Neuro Exam","S05-Q5",2,4,"E11"
"C0065","06 Communication","S06-Q1",1,4,"E10"
"C0065","06 Communication","S06-Q2",3,4,"E05"
"C0065","06 Communication","S06-Q3",2,4,"E07"
"C0065","06 Communication","S06-Q4",0,4,"E01"
"C0065","06 Communication","S06-Q5",3,4,"E02"
"C0065","07 Prescribing","S07-Q1",1,4,"E01"
"C0065","07 Prescribing","S07-Q2",3,4,"E02"
"C0065","07 Prescribing","S07-Q3",0,4,"E09"
"C0065","07 Prescribing","S07-Q4",1,4,"E04"
"C0065","07 Prescribing","S07-Q5",1,4,"E04"
"C0065","08 Data Interp","S08-Q1",3,4,"E02"
"C0065","08 Data Interp","S08-Q2",1,4,"E09"
"C0065","08 Data Interp","S08-Q3",1,4,"E12"
"C0065","08 Data Interp","S08-Q4",0,4,"E11"
"C0065","08 Data Interp","S08-Q5",0,4,"E08"
"C0065","09 Practical Skills","S09-Q1",2,4,"E01"
"C0065","09 Practical Skills","S09-Q2",4,4,"E06"
"C0065","09 Practical Skills","S09-Q3",3,4,"E10"
"C0065","09 Practical Skills","S09-Q4",0,4,"E06"
"C0065","09 Practical Skills","S09-Q5",3,4,"E09"
"C0065","10 Ethics","S10-Q1",0,4,"E08"
"C0065","10 Ethics","S10-Q2",1,4,"E05"
"C0065","10 Ethics","S10-Q3",3,4,"E06"
"C0065","10 Ethics","S10-Q4",0,4,"E02"
"C0065","10 Ethics","S10-Q5",2,4,"E10"
"C0066","01 History Taking","S01-Q1",4,4,"E07"
"C0066","01 History Taking","S01-Q2",3,4,"E02"
"C0066","01 History Taking","S01-Q3",3,4,"E12"
"C0066","01 History Taking","S01-Q4",4,4,"E10"
"C0066","01 History Taking","S01-Q5",2,4,"E12"
"C0066","02 Cardio Exam","S02-Q1",4,4,"E02"
"C0066","02 Cardio Exam","S02-Q2",3,4,"E08"
"C0066","02 Cardio Exam","S02-Q3",4,4,"E11"
"C0066","02 Cardio Exam","S02-Q4",4,4,"E09"
"C0066","02 Cardio Exam","S02-Q5",1,4,"E08"
"C0066","03 Resp Exam","S03-Q1",2,4,"E06"
"C0066","03 Resp Exam","S03-Q2",4,4,"E04"
"C0066","03 Resp Exam","S03-Q3",3,4,"E06"
"C0066","03 Resp Exam","S03-Q4",4,4,"E03"
"C0066","03 Resp Exam","S03-Q5",1,4,"E11"
"C0066","04 Abdo Exam","S04-Q1",3,4,"E10"
"C0066","04 Abdo Exam","S04-Q2",4,4,"E04"
"C0066","04 Abdo Exam","S04-Q3",1,4,"E08"
"C0066","04 Abdo Exam","S04-Q4",4,4,"E08"
"C0066","04 Abdo Exam","S04-Q5",3,4,"E07"
"C0066","05 Neuro Exam","S05-Q1",4,4,"E03"
"C0066","05 Neuro Exam","S05-Q2",4,4,"E02"
"C0066","05 Neuro Exam","S05-Q3",2,4,"E10"
"C0066","05 Neuro Exam","S05-Q4",4,4,"E04"
"C0066","05 Neuro Exam","S05-Q5",3,4,"E10"
"C0066","06 Communication","S06-Q1",2,4,"E09"
"C0066","06 Communication","S06-Q2",4,4,"E05"
"C0066","06 Communication","S06-Q3",3,4,"E11"
"C0066","06 Communication","S06-Q4",3,4,"E01"
"C0066","06 Communication","S06-Q5",3,4,"E08"
"C0066","07 Prescribing","S07-Q1",3,4,"E03"
"C0066","07 Prescribing","S07-Q2",3,4,"E07"
"C0066","07 Prescribing","S07-Q3",0,4,"E02"
"C0066","07 Prescribing","S07-Q4",3,4,"E05"
"C0066","07 Prescribing","S07-Q5",4,4,"E07"
"C0066","08 Data Interp","S08-Q1",3,4,"E08"
"C0066","08 Data Interp","S08-Q2",4,4,"E10"
"C0066","08 Data Interp","S08-Q3",3,4,"E04"
"C0066","08 Data Interp","S08-Q4",4,4,"E07"
"C0066","08 Data Interp","S08-Q5",1,4,"E11"
"C0066","09 Practical Skills","S09-Q1",4,4,"E07"
"C0066","09 Practical Skills","S09-Q2",4,4,"E02"
"C0066","09 Practical Skills","S09-Q3",2,4,"E08"
"C0066","09 Practical Skills","S09-Q4",0,4,"E01"
"C0066","09 Practical Skills","S09-Q5",4,4,"E04"
"C0066","10 Ethics","S10-Q1",1,4,"E09"
"C0066","10 Ethics","S10-Q2",3,4,"E03"
"C0066","10 Ethics","S10-Q3",3,4,"E10"
"C0066","10 Ethics","S10-Q4",3,4,"E04"
"C0066","10 Ethics","S10-Q5",4,4,"E02"
"C0067","01 History Taking","S01-Q1",4,4,"E05"
"C0067","01 History Taking","S01-Q2",1,4,"E12"
"C0067","01 History Taking","S01-Q3",0,4,"E06"
"C0067","01 History Taking","S01-Q4",3,4,"E03"
"C0067","01 History Taking","S01-Q5",2,4,"E07"
"C0067","02 Cardio Exam","S02-Q1",2,4,"E02"
"C0067","02 Cardio Exam","S02-Q2",4,4,"E09"
"C0067","02 Cardio Exam","S02-Q3",4,4,"E12"
"C0067","02 Cardio Exam","S02-Q4",4,4,"E03"
"C0067","02 Cardio Exam","S02-Q5",2,4,"E06"
"C0067","03 Resp Exam","S03-Q1",1,4,"E08"
"C0067","03 Resp Exam","S03-Q2",4,4,"E08"
"C0067","03 Resp Exam","S03-Q3",4,4,"E08"
"C0067","03 Resp Exam","S03-Q4",2,4,"E06"
"C0067","03 Resp Exam","S03-Q5",2,4,"E02"
"C0067","04 Abdo Exam","S04-Q1",4,4,"E11"
"C0067","04 Abdo Exam","S04-Q2",0,4,"E03"
"C0067","04 Abdo Exam","S04-Q3",0,4,"E01"
"C0067","04 Abdo Exam","S04-Q4",1,4,"E01"
"C0067","04 Abdo Exam","S04-Q5",1,4,"E04"
"C0067","05 Neuro Exam","S05-Q1",2,4,"E09"
"C0067","05 Neuro Exam","S05-Q2",1,4,"E06"
"C0067","05 Neuro Exam","S05-Q3",3,4,"E09"
"C0067","05 Neuro Exam","S05-Q4",3,4,"E09"
"C0067","05 Neuro Exam","S05-Q5",2,4,"E12"
"C0067","06 Communication","S06-Q1",2,4,"E09"
"C0067","06 Communication","S06-Q2",3,4,"E06"
"C0067","06 Communication","S06-Q3",4,4,"E04"
"C0067","06 Communication","S06-Q4",3,4,"E12"
"C0067","06 Communication","S06-Q5",4,4,"E02"
"C0067","07 Prescribing","S07-Q1",4,4,"E06"
"C0067","07 Prescribing","S07-Q2",4,4,"E07"
"C0067","07 Prescribing","S07-Q3",0,4,"E01"
"C0067","07 Prescribing","S07-Q4",3,4,"E06"
"C0067","07 Prescribing","S07-Q5",3,4,"E06"
"C0067","08 Data Interp","S08-Q1",4,4,"E10"
"C0067","08 Data Interp","S08-Q2",1,4,"E03"
"C0067","08 Data Interp","S08-Q3",3,4,"E01"
"C0067","08 Data Interp","S08-Q4",3,4,"E07"
"C0067","08 Data Interp","S08-Q5",0,4,"E05"
"C0067","09 Practical Skills","S09-Q1",2,4,"E04"
"C0067","09 Practical Skills","S09-Q2",4,4,"E09"
"C0067","09 Practical Skills","S09-Q3",1,4,"E10"
"C0067","09 Practical Skills","S09-Q4",3,4,"E05"
"C0067","09 Practical Skills","S09-Q5",2,4,"E09"
"C0067","10 Ethics","S10-Q1",0,4,"E06"
"C0067","10 Ethics","S10-Q2",3,4,"E03"
"C0067","10 Ethics","S10-Q3",3,4,"E01"
"C0067","10 Ethics","S10-Q4",1,4,"E12"
"C0067","10 Ethics","S10-Q5",2,4,"E11"
"C0068","01 History Taking","S01-Q1",2,4,"E04"
"C0068","01 History Taking","S01-Q2",3,4,"E07"
"C0068","01 History Taking","S01-Q3",3,4,"E01"
"C0068","01 History Taking","S01-Q4",3,4,"E10"
"C0068","01 History Taking","S01-Q5",3,4,"E07"
"C0068","02 Cardio Exam","S02-Q1",4,4,"E10"
"C0068","02 Cardio Exam","S02-Q2",2,4,"E08"
"C0068","02 Cardio Exam","S02-Q3",2,4,"E09"
"C0068","02 Cardio Exam","S02-Q4",2,4,"E11"
"C0068","02 Cardio Exam","S02-Q5",3,4,"E10"
"C0068","03 Resp Exam","S03-Q1",2,4,"E07"
"C0068","03 Resp Exam","S03-Q2",4,4,"E02"
"C0068","03 Resp Exam","S03-Q3",3,4,"E08"
"C0068","03 Resp Exam","S03-Q4",1,4,"E01"
"C0068","03 Resp Exam","S03-Q5",2,4,"E06"
"C0068","04 Abdo Exam","S04-Q1",4,4,"E06"
"C0068","04 Abdo Exam","S04-Q2",2,4,"E08"
"C0068","04 Abdo Exam","S04-Q3",0,4,"E08"
"C0068","04 Abdo Exam","S04-Q4",4,4,"E02"
"C0068","04 Abdo Exam","S04-Q5",3,4,"E12"
"C0068","05 Neuro Exam","S05-Q1",3,4,"E11"
"C0068","05 Neuro Exam","S05-Q2",3,4,"E06"
"C0068","05 Neuro Exam","S05-Q3",4,4,"E04"
"C0068","05 Neuro Exam","S05-Q4",3,4,"E10"
"C0068","05 Neuro Exam","S05-Q5",4,4,"E04"
"C0068","06 Communication","S06-Q1",3,4,"E07"
"C0068","06 Communication","S06-Q2",3,4,"E05"
"C0068","06 Communication","S06-Q3",3,4,"E05"
"C0068","06 Communication","S06-Q4",2,4,"E04"
"C0068","06 Communication","S06-Q5",4,4,"E04"
"C0068","07 Prescribing","S07-Q1",4,4,"E03"
"C0068","07 Prescribing","S07-Q2",4,4,"E12"
"C0068","07 Prescribing","S07-Q3",0,4,"E02"
"C0068","07 Prescribing","S07-Q4",1,4,"E07"
"C0068","07 Prescribing","S07-Q5",1,4,"E11"
"C0068","08 Data Interp","S08-Q1",2,4,"E03"
"C0068","08 Data Interp","S08-Q2",1,4,"E01"
"C0068","08 Data Interp","S08-Q3",2,4,"E09"
"C0068","08 Data Interp","S08-Q4",4,4,"E07"
"C0068","08 Data Interp","S08-Q5",3,4,"E09"
"C0068","09 Practical Skills","S09-Q1",3,4,"E01"
"C0068","09 Practical Skills","S09-Q2",3,4,"E10"
"C0068","09 Practical Skills","S09-Q3",3,4,"E10"
"C0068","09 Practical Skills","S09-Q4",2,4,"E06"
"C0068","09 Practical Skills","S09-Q5",2,4,"E05"
"C0068","10 Ethics","S10-Q1",2,4,"E06"
"C0068","10 Ethics","S10-Q2",3,4,"E03"
"C0068","10 Ethics","S10-Q3",1,4,"E10"
"C0068","10 Ethics","S10-Q4",2,4,"E02"
"C0068","10 Ethics","S10-Q5",3,4,"E06"
"C0069","01 History Taking","S01-Q1",4,4,"E01"
"C0069","01 History Taking","S01-Q2",4,4,"E02"
"C0069","01 History Taking","S01-Q3",4,4,"E07"
"C0069","01 History Taking","S01-Q4",4,4,"E03"
"C0069","01 History Taking","S01-Q5",1,4,"E10"
"C0069","02 Cardio Exam","S02-Q1",4,4,"E09"
"C0069","02 Cardio Exam","S02-Q2",3,4,"E04"
"C0069","02 Cardio Exam","S02-Q3",4,4,"E01"
"C0069","02 Cardio Exam","S02-Q4",4,4,"E02"
"C0069","02 Cardio Exam","S02-Q5",3,4,"E04"
"C0069","03 Resp Exam","S03-Q1",2,4,"E01"
"C0069","03 Resp Exam","S03-Q2",2,4,"E02"
"C0069","03 Resp Exam","S03-Q3",2,4,"E03"
"C0069","03 Resp Exam","S03-Q4",3,4,"E03"
"C0069","03 Resp Exam","S03-Q5",0,4,"E11"
"C0069","04 Abdo Exam","S04-Q1",3,4,"E10"
"C0069","04 Abdo Exam","S04-Q2",4,4,"E02"
"C0069","04 Abdo Exam","S04-Q3",1,4,"E11"
"C0069","04 Abdo Exam","S04-Q4",1,4,"E02"
"C0069","04 Abdo Exam","S04-Q5",3,4,"E04"
"C0069","05 Neuro Exam","S05-Q1",2,4,"E06"
"C0069","05 Neuro Exam","S05-Q2",3,4,"E09"
"C0069","05 Neuro Exam","S05-Q3",2,4,"E07"
"C0069","05 Neuro Exam","S05-Q4",1,4,"E02"
"C0069","05 Neuro Exam","S05-Q5",4,4,"E09"
"C0069","06 Communication","S06-Q1",3,4,"E11"
"C0069","06 Communication","S06-Q2",3,4,"E04"
"C0069","06 Communication","S06-Q3",2,4,"E09"
